feature_code,date_code,measurement,units,value,scottish_health_survey_indicator,sex,hb_name
S08000015,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,21,Alcohol consumption: Non-drinker,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,39,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,28,Summary activity levels: Very low activity,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,86,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,67,Obesity: Not obese,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,84,"Provide any regular help or care for any sick, disabled or frail person: No",All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,8,Summary activity levels: Some activity,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,14,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,70,Overweight: Overweight (including obese),All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,37,Alcohol consumption: Hazardous/Harmful drinker,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,30,Overweight: Not overweight or obese,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,49,Alcohol consumption: Moderate drinker,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,15,Fruit & vegetable consumption: 5 portions or more,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,70,Overweight: Overweight (including obese),All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,20,Smoking status: Current smoker,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,47,Alcohol consumption: Moderate drinker,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,36,Obesity: Obese,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,61,Alcohol consumption: Moderate drinker,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,64,Obesity: Not obese,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,44,Long-term illness: No long-term illness,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,32,Overweight: Not overweight or obese,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,43,Long-term illness: No long-term illness,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,28,Smoking status: Used to smoke regularly,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,68,Overweight: Overweight (including obese),Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,68,Overweight: Overweight (including obese),Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,62,Alcohol consumption: Moderate drinker,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,38,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,30,Summary activity levels: Very low activity,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,9,E-cigarette use: Currently using,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,83,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,32,Overweight: Not overweight or obese,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,78,E-cigarette use: Never used,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Hazardous/Harmful drinker,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,24,Life satisfaction: Mode (8),Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,36,Obesity: Obese,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Currently using,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,30,Summary activity levels: Very low activity,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,45,Long-term illness: Limiting long-term illness,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,24,Alcohol consumption: Non-drinker,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,44,Long-term illness: Limiting long-term illness,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,79,E-cigarette use: Never used,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,28,Smoking status: Used to smoke regularly,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: 5 portions or more,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,79,E-cigarette use: Never used,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,Male,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,45,Long-term illness: Limiting long-term illness,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female,Ayrshire and Arran
S08000015,2015-2018,Percent,Percent Of Adults,55,General health questionnaire (GHQ-12): Score 0,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,20,Smoking status: Current smoker,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,78,E-cigarette use: Never used,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,55,General health questionnaire (GHQ-12): Score 0,Female,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,52,Smoking status: Never smoked/Used to smoke occasionally,Male,Ayrshire and Arran
S08000015,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Hazardous/Harmful drinker,Female,Ayrshire and Arran
