FeatureCode,DateCode,Measurement,Units,Value,Gender,Weight Category
S08000029,2017/2018,Ratio,Percent Of P1 Children,1.05,Male,Epidemiological - Underweight
S08000032,2008/2009,Ratio,Percent Of P1 Children,2.95,Female,Epidemiological - Underweight
S08000031,2010/2011,Ratio,Percent Of P1 Children,4.27,Male,Epidemiological - Underweight
S08000031,2011/2012,Ratio,Percent Of P1 Children,1.19,Male,Epidemiological - Underweight
S08000026,2011/2012,Ratio,Percent Of P1 Children,1.48,All,Epidemiological - Underweight
S08000032,2010/2011,Ratio,Percent Of P1 Children,2.6,Female,Epidemiological - Underweight
S08000028,2009/2010,Ratio,Percent Of P1 Children,1.09,Female,Epidemiological - Underweight
S08000017,2009/2010,Ratio,Percent Of P1 Children,0.14,Female,Epidemiological - Underweight
S08000032,2001/2002,Ratio,Percent Of P1 Children,2.2,All,Epidemiological - Underweight
S08000030,2015/2016,Ratio,Percent Of P1 Children,0.45,Female,Epidemiological - Underweight
S08000032,2014/2015,Ratio,Percent Of P1 Children,1.22,Female,Epidemiological - Underweight
S08000032,2017/2018,Ratio,Percent Of P1 Children,1.69,All,Epidemiological - Underweight
S08000030,2013/2014,Ratio,Percent Of P1 Children,0.38,Female,Epidemiological - Underweight
S08000031,2016/2017,Ratio,Percent Of P1 Children,0.66,Female,Epidemiological - Underweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,1.28,All,Epidemiological - Underweight
S08000032,2010/2011,Ratio,Percent Of P1 Children,3.98,Male,Epidemiological - Underweight
S08000032,2015/2016,Ratio,Percent Of P1 Children,1.15,Female,Epidemiological - Underweight
S08000031,2014/2015,Ratio,Percent Of P1 Children,1.14,Female,Epidemiological - Underweight
S08000031,2007/2008,Ratio,Percent Of P1 Children,4.07,Male,Epidemiological - Underweight
S08000030,2006/2007,Ratio,Percent Of P1 Children,2.12,Male,Epidemiological - Underweight
S08000030,2005/2006,Ratio,Percent Of P1 Children,1.64,Male,Epidemiological - Underweight
S08000030,2014/2015,Ratio,Percent Of P1 Children,0.44,Female,Epidemiological - Underweight
S08000031,2012/2013,Ratio,Percent Of P1 Children,1.52,Male,Epidemiological - Underweight
S08000031,2017/2018,Ratio,Percent Of P1 Children,1.12,All,Epidemiological - Underweight
S92000003,2012/2013,Ratio,Percent Of P1 Children,0.86,Female,Epidemiological - Underweight
S92000003,2011/2012,Ratio,Percent Of P1 Children,0.92,Female,Epidemiological - Underweight
S08000015,2018/2019,Ratio,Percent Of P1 Children,1.47,All,Epidemiological - Underweight
S08000031,2008/2009,Ratio,Percent Of P1 Children,2.62,Male,Epidemiological - Underweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,1.29,All,Epidemiological - Underweight
S08000029,2006/2007,Ratio,Percent Of P1 Children,0.78,Male,Epidemiological - Underweight
S08000020,2010/2011,Ratio,Percent Of P1 Children,1.58,Female,Epidemiological - Underweight
S08000015,2014/2015,Ratio,Percent Of P1 Children,1.22,All,Epidemiological - Underweight
S08000030,2003/2004,Ratio,Percent Of P1 Children,1.61,All,Epidemiological - Underweight
S92000003,2003/2004,Ratio,Percent Of P1 Children,1.65,All,Epidemiological - Underweight
S08000026,2010/2011,Ratio,Percent Of P1 Children,1.25,All,Epidemiological - Underweight
S08000016,2010/2011,Ratio,Percent Of P1 Children,1.49,All,Epidemiological - Underweight
S92000003,2004/2005,Ratio,Percent Of P1 Children,1.56,All,Epidemiological - Underweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,0.89,Male,Epidemiological - Underweight
S08000019,2014/2015,Ratio,Percent Of P1 Children,0.8,All,Epidemiological - Underweight
S08000022,2013/2014,Ratio,Percent Of P1 Children,0.86,Male,Epidemiological - Underweight
S08000019,2011/2012,Ratio,Percent Of P1 Children,0.7,All,Epidemiological - Underweight
S08000032,2016/2017,Ratio,Percent Of P1 Children,1.72,Male,Epidemiological - Underweight
S08000017,2004/2005,Ratio,Percent Of P1 Children,1.86,All,Epidemiological - Underweight
S08000032,2015/2016,Ratio,Percent Of P1 Children,2.38,Male,Epidemiological - Underweight
S08000030,2018/2019,Ratio,Percent Of P1 Children,0.81,All,Epidemiological - Underweight
S08000032,2013/2014,Ratio,Percent Of P1 Children,2.3,Male,Epidemiological - Underweight
S08000015,2008/2009,Ratio,Percent Of P1 Children,2.15,All,Epidemiological - Underweight
S08000016,2003/2004,Ratio,Percent Of P1 Children,1.14,Male,Epidemiological - Underweight
S08000028,2010/2011,Ratio,Percent Of P1 Children,1.69,Male,Epidemiological - Underweight
S08000019,2008/2009,Ratio,Percent Of P1 Children,1.35,Male,Epidemiological - Underweight
S08000015,2008/2009,Ratio,Percent Of P1 Children,2.46,Male,Epidemiological - Underweight
S08000032,2005/2006,Ratio,Percent Of P1 Children,2.4,Male,Epidemiological - Underweight
S08000025,2013/2014,Ratio,Percent Of P1 Children,0.81,Male,Epidemiological - Underweight
S08000032,2014/2015,Ratio,Percent Of P1 Children,2.67,Male,Epidemiological - Underweight
S08000019,2018/2019,Ratio,Percent Of P1 Children,0.92,All,Epidemiological - Underweight
S08000016,2007/2008,Ratio,Percent Of P1 Children,0.93,All,Epidemiological - Underweight
S08000019,2010/2011,Ratio,Percent Of P1 Children,0.56,All,Epidemiological - Underweight
S08000029,2002/2003,Ratio,Percent Of P1 Children,1.2,Male,Epidemiological - Underweight
S08000026,2012/2013,Ratio,Percent Of P1 Children,0.00,All,Epidemiological - Underweight
S92000003,2013/2014,Ratio,Percent Of P1 Children,1.03,All,Epidemiological - Underweight
S08000024,2008/2009,Ratio,Percent Of P1 Children,2.09,Male,Epidemiological - Underweight
S08000026,2014/2015,Ratio,Percent Of P1 Children,0.00,All,Epidemiological - Underweight
S08000025,2010/2011,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S08000017,2017/2018,Ratio,Percent Of P1 Children,0.81,All,Epidemiological - Underweight
S08000016,2017/2018,Ratio,Percent Of P1 Children,0.72,Male,Epidemiological - Underweight
S08000026,2017/2018,Ratio,Percent Of P1 Children,0.00,All,Epidemiological - Underweight
S08000029,2001/2002,Ratio,Percent Of P1 Children,1.3,Male,Epidemiological - Underweight
S08000026,2013/2014,Ratio,Percent Of P1 Children,0.77,All,Epidemiological - Underweight
S08000022,2017/2018,Ratio,Percent Of P1 Children,1.26,Male,Epidemiological - Underweight
S08000024,2001/2002,Ratio,Percent Of P1 Children,1.82,Male,Epidemiological - Underweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,1.72,Male,Epidemiological - Underweight
S08000028,2008/2009,Ratio,Percent Of P1 Children,0.81,Male,Epidemiological - Underweight
S92000003,2017/2018,Ratio,Percent Of P1 Children,1.09,All,Epidemiological - Underweight
S08000026,2009/2010,Ratio,Percent Of P1 Children,0.84,All,Epidemiological - Underweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S08000016,2008/2009,Ratio,Percent Of P1 Children,0.94,All,Epidemiological - Underweight
S08000025,2011/2012,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S08000024,2002/2003,Ratio,Percent Of P1 Children,2.66,Male,Epidemiological - Underweight
S08000017,2018/2019,Ratio,Percent Of P1 Children,0.21,Female,Epidemiological - Underweight
S08000024,2004/2005,Ratio,Percent Of P1 Children,0.89,Female,Epidemiological - Underweight
S08000015,2008/2009,Ratio,Percent Of P1 Children,1.84,Female,Epidemiological - Underweight
S08000015,2007/2008,Ratio,Percent Of P1 Children,1.34,Female,Epidemiological - Underweight
S08000024,2011/2012,Ratio,Percent Of P1 Children,0.68,Female,Epidemiological - Underweight
S08000029,2004/2005,Ratio,Percent Of P1 Children,0.86,All,Epidemiological - Underweight
S08000026,2018/2019,Ratio,Percent Of P1 Children,0.93,Female,Epidemiological - Underweight
S08000017,2016/2017,Ratio,Percent Of P1 Children,0.45,Male,Epidemiological - Underweight
S08000019,2016/2017,Ratio,Percent Of P1 Children,0.67,Male,Epidemiological - Underweight
S08000016,2015/2016,Ratio,Percent Of P1 Children,0.74,All,Epidemiological - Underweight
S08000024,2016/2017,Ratio,Percent Of P1 Children,1.38,Male,Epidemiological - Underweight
S08000016,2012/2013,Ratio,Percent Of P1 Children,0.34,Female,Epidemiological - Underweight
S08000030,2008/2009,Ratio,Percent Of P1 Children,1.37,Female,Epidemiological - Underweight
S08000015,2009/2010,Ratio,Percent Of P1 Children,1.25,Female,Epidemiological - Underweight
S08000016,2005/2006,Ratio,Percent Of P1 Children,1.33,Male,Epidemiological - Underweight
S08000029,2003/2004,Ratio,Percent Of P1 Children,0.76,All,Epidemiological - Underweight
S08000017,2013/2014,Ratio,Percent Of P1 Children,0.32,Female,Epidemiological - Underweight
S08000024,2005/2006,Ratio,Percent Of P1 Children,1.65,Male,Epidemiological - Underweight
S92000003,2018/2019,Ratio,Percent Of P1 Children,0.68,Female,Epidemiological - Underweight
S08000030,2016/2017,Ratio,Percent Of P1 Children,0.99,Male,Epidemiological - Underweight
S08000029,2002/2003,Ratio,Percent Of P1 Children,0.87,All,Epidemiological - Underweight
S08000016,2006/2007,Ratio,Percent Of P1 Children,0.55,Male,Epidemiological - Underweight
S08000020,2015/2016,Ratio,Percent Of P1 Children,1.37,All,Epidemiological - Underweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,0.00,Female,Epidemiological - Underweight
S08000029,2005/2006,Ratio,Percent Of P1 Children,0.69,Male,Epidemiological - Underweight
S92000003,2005/2006,Ratio,Percent Of P1 Children,1.67,Male,Epidemiological - Underweight
S08000031,2006/2007,Ratio,Percent Of P1 Children,2.7,All,Epidemiological - Underweight
S08000029,2011/2012,Ratio,Percent Of P1 Children,1.06,All,Epidemiological - Underweight
S08000016,2013/2014,Ratio,Percent Of P1 Children,0.54,Female,Epidemiological - Underweight
S08000024,2013/2014,Ratio,Percent Of P1 Children,0.73,All,Epidemiological - Underweight
S08000029,2009/2010,Ratio,Percent Of P1 Children,0.76,All,Epidemiological - Underweight
S08000029,2018/2019,Ratio,Percent Of P1 Children,0.68,Female,Epidemiological - Underweight
S08000016,2018/2019,Ratio,Percent Of P1 Children,0.64,Female,Epidemiological - Underweight
S92000003,2006/2007,Ratio,Percent Of P1 Children,1.84,Male,Epidemiological - Underweight
S08000030,2002/2003,Ratio,Percent Of P1 Children,0.93,Female,Epidemiological - Underweight
S08000031,2018/2019,Ratio,Percent Of P1 Children,0.44,Female,Epidemiological - Underweight
S08000017,2006/2007,Ratio,Percent Of P1 Children,0.92,Male,Epidemiological - Underweight
S08000028,2016/2017,Ratio,Percent Of P1 Children,0.75,Male,Epidemiological - Underweight
S08000022,2015/2016,Ratio,Percent Of P1 Children,0.87,All,Epidemiological - Underweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,0.83,Female,Epidemiological - Underweight
S08000022,2018/2019,Ratio,Percent Of P1 Children,0.63,Female,Epidemiological - Underweight
S08000017,2005/2006,Ratio,Percent Of P1 Children,0.96,Male,Epidemiological - Underweight
S08000024,2017/2018,Ratio,Percent Of P1 Children,0.95,Female,Epidemiological - Underweight
S08000029,2010/2011,Ratio,Percent Of P1 Children,0.94,All,Epidemiological - Underweight
S08000032,2007/2008,Ratio,Percent Of P1 Children,2.83,All,Epidemiological - Underweight
S08000017,2014/2015,Ratio,Percent Of P1 Children,0.00,Female,Epidemiological - Underweight
S08000026,2014/2015,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S92000003,2007/2008,Ratio,Percent Of P1 Children,1.9,Male,Epidemiological - Underweight
S92000003,2017/2018,Ratio,Percent Of P1 Children,0.74,Female,Epidemiological - Underweight
S92000003,2008/2009,Ratio,Percent Of P1 Children,2.14,Male,Epidemiological - Underweight
S08000030,2007/2008,Ratio,Percent Of P1 Children,1.55,Female,Epidemiological - Underweight
S08000029,2015/2016,Ratio,Percent Of P1 Children,0.87,Female,Epidemiological - Underweight
S92000003,2002/2003,Ratio,Percent Of P1 Children,1.35,Female,Epidemiological - Underweight
S92000003,2003/2004,Ratio,Percent Of P1 Children,1.18,Female,Epidemiological - Underweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,1.65,Male,Epidemiological - Underweight
S08000016,2013/2014,Ratio,Percent Of P1 Children,0.54,All,Epidemiological - Underweight
S08000022,2017/2018,Ratio,Percent Of P1 Children,0.9,All,Epidemiological - Underweight
S08000024,2010/2011,Ratio,Percent Of P1 Children,1.93,Female,Epidemiological - Underweight
S08000019,2015/2016,Ratio,Percent Of P1 Children,1.19,All,Epidemiological - Underweight
S08000022,2009/2010,Ratio,Percent Of P1 Children,0.5,All,Epidemiological - Underweight
S08000026,2013/2014,Ratio,Percent Of P1 Children,0.76,Male,Epidemiological - Underweight
S08000017,2004/2005,Ratio,Percent Of P1 Children,1.89,Female,Epidemiological - Underweight
S92000003,2010/2011,Ratio,Percent Of P1 Children,1.46,Female,Epidemiological - Underweight
S08000017,2015/2016,Ratio,Percent Of P1 Children,0.14,Female,Epidemiological - Underweight
S08000026,2012/2013,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S08000015,2017/2018,Ratio,Percent Of P1 Children,1.43,All,Epidemiological - Underweight
S08000016,2001/2002,Ratio,Percent Of P1 Children,0.84,All,Epidemiological - Underweight
S92000003,2004/2005,Ratio,Percent Of P1 Children,1.17,Female,Epidemiological - Underweight
S08000028,2018/2019,Ratio,Percent Of P1 Children,0.00,Female,Epidemiological - Underweight
S92000003,2016/2017,Ratio,Percent Of P1 Children,1.27,Male,Epidemiological - Underweight
S08000015,2015/2016,Ratio,Percent Of P1 Children,1.2,All,Epidemiological - Underweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,0.00,All,Epidemiological - Underweight
S08000026,2010/2011,Ratio,Percent Of P1 Children,1.63,Male,Epidemiological - Underweight
S92000003,2009/2010,Ratio,Percent Of P1 Children,1.25,Female,Epidemiological - Underweight
S08000030,2018/2019,Ratio,Percent Of P1 Children,0.3,Female,Epidemiological - Underweight
S08000026,2016/2017,Ratio,Percent Of P1 Children,0.8,Male,Epidemiological - Underweight
S08000016,2014/2015,Ratio,Percent Of P1 Children,1,All,Epidemiological - Underweight
S08000019,2012/2013,Ratio,Percent Of P1 Children,0.42,Female,Epidemiological - Underweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,0.68,All,Epidemiological - Underweight
S08000017,2014/2015,Ratio,Percent Of P1 Children,0.13,Male,Epidemiological - Underweight
S08000029,2017/2018,Ratio,Percent Of P1 Children,0.83,All,Epidemiological - Underweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,0.88,Female,Epidemiological - Underweight
S08000016,2007/2008,Ratio,Percent Of P1 Children,0.77,Female,Epidemiological - Underweight
S08000019,2009/2010,Ratio,Percent Of P1 Children,0.95,All,Epidemiological - Underweight
S08000028,2007/2008,Ratio,Percent Of P1 Children,1.53,Female,Epidemiological - Underweight
S92000003,2014/2015,Ratio,Percent Of P1 Children,1.12,All,Epidemiological - Underweight
S08000028,2015/2016,Ratio,Percent Of P1 Children,0.00,Female,Epidemiological - Underweight
S08000026,2009/2010,Ratio,Percent Of P1 Children,0.75,Male,Epidemiological - Underweight
S08000019,2018/2019,Ratio,Percent Of P1 Children,0.57,Female,Epidemiological - Underweight
S08000026,2011/2012,Ratio,Percent Of P1 Children,1.63,Male,Epidemiological - Underweight
S08000030,2017/2018,Ratio,Percent Of P1 Children,0.56,Female,Epidemiological - Underweight
S08000016,2010/2011,Ratio,Percent Of P1 Children,1.73,Female,Epidemiological - Underweight
S08000016,2016/2017,Ratio,Percent Of P1 Children,0.87,Male,Epidemiological - Underweight
S08000029,2016/2017,Ratio,Percent Of P1 Children,1.39,Male,Epidemiological - Underweight
S08000026,2015/2016,Ratio,Percent Of P1 Children,0.73,All,Epidemiological - Underweight
S08000032,2016/2017,Ratio,Percent Of P1 Children,1.31,All,Epidemiological - Underweight
S08000022,2016/2017,Ratio,Percent Of P1 Children,0.98,Male,Epidemiological - Underweight
S08000016,2003/2004,Ratio,Percent Of P1 Children,0.61,Female,Epidemiological - Underweight
S08000022,2012/2013,Ratio,Percent Of P1 Children,0.89,All,Epidemiological - Underweight
S08000020,2016/2017,Ratio,Percent Of P1 Children,0.91,Male,Epidemiological - Underweight
S08000029,2004/2005,Ratio,Percent Of P1 Children,0.43,Female,Epidemiological - Underweight
S08000025,2016/2017,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Underweight
S08000022,2017/2018,Ratio,Percent Of P1 Children,0.53,Female,Epidemiological - Underweight
S08000030,2003/2004,Ratio,Percent Of P1 Children,1.32,Female,Epidemiological - Underweight
S08000017,2015/2016,Ratio,Percent Of P1 Children,0.36,All,Epidemiological - Underweight
S08000024,2014/2015,Ratio,Percent Of P1 Children,0.92,All,Epidemiological - Underweight
S08000029,2014/2015,Ratio,Percent Of P1 Children,0.76,Male,Epidemiological - Underweight
S08000029,2001/2002,Ratio,Percent Of P1 Children,0.96,Female,Epidemiological - Underweight
S08000032,2015/2016,Ratio,Percent Of P1 Children,1.78,All,Epidemiological - Underweight
S08000029,2013/2014,Ratio,Percent Of P1 Children,1.22,Male,Epidemiological - Underweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,0.47,Female,Epidemiological - Underweight
S08000016,2014/2015,Ratio,Percent Of P1 Children,0.56,Female,Epidemiological - Underweight
S08000019,2017/2018,Ratio,Percent Of P1 Children,0.64,Female,Epidemiological - Underweight
S92000003,2015/2016,Ratio,Percent Of P1 Children,1.15,All,Epidemiological - Underweight
S08000015,2016/2017,Ratio,Percent Of P1 Children,1.32,Male,Epidemiological - Underweight
S08000030,2014/2015,Ratio,Percent Of P1 Children,1.01,Male,Epidemiological - Underweight
S08000015,2017/2018,Ratio,Percent Of P1 Children,1.18,Female,Epidemiological - Underweight
S08000032,2013/2014,Ratio,Percent Of P1 Children,1.86,All,Epidemiological - Underweight
S08000030,2015/2016,Ratio,Percent Of P1 Children,1.09,Male,Epidemiological - Underweight
S08000032,2016/2017,Ratio,Percent Of P1 Children,0.88,Female,Epidemiological - Underweight
S08000029,2007/2008,Ratio,Percent Of P1 Children,0.48,All,Epidemiological - Underweight
